#survey	data_release	source_name	schema_key
GALAH	Data Release 3	171227005801070	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213002601192	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171227005801113	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213002601255	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171227005801289	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213003101291	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170829001901028	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170829001901052	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171227005801369	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170109004301317	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170109004301320	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170109004301332	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170109004301335	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801227	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801257	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801271	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801279	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801298	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801319	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801328	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801347	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151225002101011	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151225002101012	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801371	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170829001901293	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	171029003801383	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170829001901344	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170829001901356	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	170829001901363	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151225002101110	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151225002101146	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151225002101194	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151225002101210	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151225002101224	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	151225002101322	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161011002801282	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	150106002201180	galah.dr3.spectra.hermes.spectrum_1d
GALAH	Data Release 3	161213005101113	galah.dr3.spectra.hermes.spectrum_1d
